name,count
青塔西路,34150
南四环西路,14290
North 5th Ring Road,13213
西四环中路,12666
West 5th Ring Road,10091
程庄路,9872
北京-港澳高速公路,9807
万泉河路,9495
京开高速,8329
South 5th Ring Road,8115
Lize Road,7912
Yongding Road,7729
西四环北路,7038
京开高速辅路,6645
西四环南路,6492
农大南路,6261
圆明园西路,6096
Fuxing Road,5924
北四环西路,5692
Jingkai Expressway,5325
莲石东路,5091
西三环,4954
复兴路,4907
南四环中路,4896
Zizhuyuan Road,4396
East 5th Ring Road,4198
小屯路,3516
园博绿道,3291
N 4th Ring Rd. W,2867
South 3rd Ring Road,2656
丰台北路,2526
北京-平谷高速公路,2479
机场第二高速,2469
南四环中路辅路,2427
North 4th Ring Road,2382
Yuanmingyuan West Road,2330
S. 3rd Ring Road,2076
枣林路,1953
双林南路,1828
Jinggang'ao Expressway,1799
京承高速,1764
Xizhimen Avenue,1739
Airport Expressway,1722
紫竹院路,1706
Lianshi East Road,1667
Lugouqiao Nanlu,1657
莲花池西路,1624
Xiaotun Side Road,1527
厢黄旗东路,1433
北四环中路,1431
East 4th Ring Road,1426
南三环西路,1345
卢沟桥路,1340
West 4th Ring Road,1313
丰体南路,1292
石各庄路,1232
北四环东路,1181
东四环中路,1094
North Taiping Road,1092
厢黄旗路,1009
丽泽路,976
京榆旧线,958
G6辅路,951
西三环北路,949
Linglong Road,905
East Caoqiao Road,887
Fucheng Street,861
西三环中路,842
京哈高速,828
Shijingshan Road,822
莲花池东路,809
Beijing-Lasa Expwy,809
West 3rd Ring Road,792
西三环南路,785
通顺路,742
北四环西路辅路,734
Lianhuachi West Road,734
Jingtong Expressway,719
青塔西路绿道,681
东苇路,679
Xing Shi Kou Road,675
大成路,670
临溪路,661
Beijing-Harbin Expressway,655
Xicui Road,633
南苑西路,624
清河南滨河路,617
晓月中路,606
Taiping Road,593
Guangqu road,565
Nanmofang Road,556
阜石路,555
南三环,548
阜石路辅路,544
Jiukeshu East Street,544
莲石西路,517
姚家园路,516
South Xueyuan Road,505
Jianguo Road,503
Lianhuachi East Road,487
京原路,485
阜成路辅路,475
阜成路,465
京港澳高速公路,456
Yunjing East Road,456
Fushi Road,448
广安路,437
6th Ring Road,437
Guanan Street,416
云景南大街,407
G4辅路,407
鲁谷路,405
张采路,397
Fucheng Lu,393
东三环中路,383
九棵树西路,371
E 3rd Ring Road,368
N 4th Ring Rd. E,365
North 3rd Ring Road,360
Xinhua South Road,360
E. 3rd Ring Road,359
Jiaoda East Road,350
梅市口路,346
Xingye Street,345
射击馆南街,335
西直门外大街,332
Caihuying South Road,327
Guangqu side road,326
Chengfu Road,323
管庄路,320
Beixing Road,315
西直门北大街,311
樊羊路,301
武兴路,297
North 4rd Ring Road,295
玲珑路,294
Guangqu Road,288
大井路,288
South Beijing West Station Road,288
京塘路,284
Fucheng Road,280
万丰路,277
Yuquan Road,272
西二环,271
北三环西路,270
六环路,266
蓝靛厂南路,258
Sanlihe East,251
永定路东街,246
德胜门外大街,243
Xuanwumen West Avenue,242
Fuxingmen Outer Avenue,242
中关村东路,241
Wanquanhe Road,241
北京西站南路,236
内环西路,229
Outer Fuchengmen Str,226
九棵树东路辅路,225
Beichen West Road,225
靛厂路,224
徐尹路,216
Xinhua North Road,213
阀东桥,207
丰台西路,206
潞邑西路,205
W. Enji Str,204
Xueyuan South Road,204
丰葆路,199
金泽东路,198
北土城东路,198
高梁桥路,195
Fengguan Road,194
Fucheng Avenue,190
G1辅路,189
Xiang Shan Nan Road,185
北三环中路,179
莲宝路,177
Guananmen Outer Avenue,173
菜户营南路,172
通燕高速,172
美域中路,170
科技大道,167
金泽路,165
Zhongguin Village East Road,163
小屯西路,162
E. Enji Str,160
阜成门外大街,159
Wanping City Wall,159
新发地北桥,156
