name,count
西直门北大街,3789
花园北路,3777
花园路,2340
北土城西路,2018
西土城路,1957
Chengfu Road,1665
Xueyuan Road,1198
Zhichun Road,1015
花园东路,967
Xizhimen North Street,897
N. Fuchengmen Str,833
北四环西路,821
North 4th Ring Road,817
北四环中路,774
广安路,522
South Zhongguancun Street,500
Haidian South Road,449
Xingjiekou South Street,419
Beilishi Road,415
Zhongguancun Main Street,383
西直门外大街,354
N. Xisi Str,336
Xinjiekouwai Street,333
西直门外南路,332
北三环中路,325
South Xueyuan Road,305
高粱桥斜街,253
西单北大街,251
北四环西路辅路,251
Xuanwumen Inner Avenue,246
苏州街,244
Zhixin Road,240
西四环中路,227
中关村东路,201
西外南街,198
Zuojiazhuang West,190
西二环,182
知春路,178
N. Xingjiekou Str,177
塔院西街,175
西四环北路,165
Gulou East Street,161
Xizhimen Avenue,160
学院路,158
Dahuisi Road,154
复兴门北大街,150
阜成门内大街,145
西直门南大街,145
Chegongzhuang Avenue,142
S. Xisi Str,140
Zhongguancun North Street,126
Inner Fuchengmen Str,122
Xueyuan South Road,110
Zhongguancun South Road,104
North 3rd Ring Road,103
Huguosi Str,102
成府路,102
海淀路,100
中关村大街,96
SW Gaolianqiao Str,93
塔院东街,92
颐和园路,88
Zhongguin Village East Road,86
North Middle 3rd Ring Road,85
Dongsishitiao Street,84
西三环,83
West 3rd Ring Road,80
北太平庄路,80
Xitucheng Road,78
Wenhuiyuan Road,78
Kexueyuan South Road,77
Huixin Dongjie,76
Xiangheyuan Road,74
Outer Xizimen Str,73
西四南大街,72
龙翔路,72
北四环东路,71
高梁桥斜街,66
Nanxinhua street,66
高梁桥路,66
Xuezhi Bridge,65
Beitaipingzhuang Avenue,64
Zhixin East Road,63
West 4th Ring Road,58
小关斜街,52
S. Xinhua Str,50
Xirongxian Alley,49
左家庄东街,46
Qinghua East Road,46
N. Xinghua Str,44
Xiwenhua Str,44
小关西后街,43
西直门内大街,40
安翔桥,39
Gongrentiyuchang North Road,38
Daliushu Road,38
宣武门东大街,38
Qianmen Street,37
西三环中路,37
志新西路,37
新街口外大街,34
三才堂路,34
北二环,32
Shuangqing Road,32
大院胡同,31
新街口北大街,28
S. Fuchengmen Str,24
西三环北路,23
HAIDIAN South Road,23
West Chegongzhuang Road,22
W. Qianmen Str,21
Qianmenxihe Str,21
E. Xuanwumen Str,20
Picai Hutong,20
中关村南大街,19
North 4rd Ring Road,18
清华园石油小区路,18
羊皮市胡同,18
邱门外大街,17
西四环南路,17
Jinsi Alley,17
丰盛胡同,17
Zhang Zizhong Road,17
阜成门南大街,17
朝阳路,17
小糖房胡同,16
三山五园绿道,15
前门西大街,15
兵马司胡同,15
北三环东路,15
新街口三条,14
Zhongguancun Street,14
财经东路,14
Caochang Hutong,13
Baochao Hutong,13
Xizhimen Outer Street Side Road,12
Daxinglong Hutong,12
大运村路,11
北土城东路,11
Inner Xizhimen Str,11
Yingxia Street,11
Heqing Road,11
展览馆路,11
Jinggang'ao Expressway,10
宣武门西大街,10
Jiaotong University Road,10
冰窖口胡同,10
Zhonglouwan Hutong,10
北三环西路,9
Xizhimen Outer Avenue,9
North Shuangyushu Road,9
展春园西路,9
Chaoyangmen Outer Street,8
SW Zuojiazhuang Str,8
裕民中路,8
Xuanwumen West Avenue,8
昆明湖南路,8
W. Deshengmen Str,8
Beiluogu Alley,8
西三条,7
E. Xisi Str,7
Huguosi Xixiang,7
Gongmenkou 5th Alley,7
望园东路,7
海淀黄庄东天桥,6
校园南路,6
宣武门西街,6
Dongzhimen Outer Street,6
利薄营胡同,6
义达里,6
车公庄大街,6
西三环南路,6
Di'anmen West,5
新街口二条,5
东四北大街,5
知行大道,5
配件厂北门路,5
阜成门外大街,5
荷清路,5
德胜门西大街,5
清华南路,5
东四十条桥,5
常青路,5
Chaoyangmen Inner Street,5
复兴路,4
小井南路,4
Shangyuancun Road,4
前桃园胡同,4
金沟河路,4
Outer Xizimen Rd South,4
Dongsishitiao,4
永祥西巷,4
Gaoliangqiao Road,4
North Shida Road,4
中关村南一街,4
Gongrentiyuchang East Road,4
South Qisheng Road,4
Huapichang Alley,4
双清路,4
Sanlihe Road,4
Gongmenkou 4th Alley,3
Anping Xiang,3
新东路,3
E. Zuojiazhuang Str,3
德胜门外大街,3
Outer Chaoyangmen Str,3
永定河路,3
惠中大道,3
正大南路,3
N. Beizhan St,3
Guangningbo Str,3
车公庄西路,3
Yushuguan Bridge,3
Chegongzhuang West Street,3
东新帘子胡同,3
Wangzhuang Road,2
北交大南门路,2
Dongdaqiao Road,2
高梁桥,2
卢沟桥路,2
Inner Chaoyangmen Str,2
Xing Shi Kou Road,2
西章胡同,2
望园路,2
闹市口大街,2
Fuxing Road,2
Xingjiekou Sitiao,2
朝阳北路,2
香河园路,2
Leyu Road,2
西绒线胡同,2
Jiaoyu Str,2
铁狮子胡同,2
Xinbi Str,2
Qianmen West Street,2
Yuhui Nanlu,2
育慧街,2
大泥湾路,2
前门大街,2
Jingan West Street,2
西坝河路,2
Xianmen Str,1
西局西路,1
Sidaokou Road,1
北辰路,1
港沟街,1
Youfang Alley,1
西直门站换乘通道,1
潘庄南路,1
Bei He Yan Street,1
Beicaochang Alley,1
吉市口路,1
Outer Fuchengmen Str,1
香炉营头条,1
万丰路,1
西直门南小街,1
丁章胡同,1
健翔园南路,1
煤市街,1
Weigongcun Road,1
西坝河西路,1
Di'anmen West Street,1
樱花园东街,1
G4辅路,1
Taiping Road,1
Anyuan lu,1
S. Xizimen Str,1
Wenxueguan Lu,1
N. Xisi 2rd Alley,1
