name,count
Zhang Zizhong Road,15
South Zhongguancun Street,14
北四环西路,12
Sanlihe Road,11
Zhongguancun Main Street,10
3rd Shuangyushu Str,8
北四环西路辅路,8
Nanlishi Road,6
颐和园路,6
N. Dongsi Str,5
莲花池东路,4
East Dianmen Street,4
Sanlihe East,3
京承高速,3
Zhichun Road,3
中关村南三街,3
Fuxing Road,3
中关村大街,2
东四五条胡同,2
中关村南一条,2
中关村东路,2
Xizhimen Avenue,2
展览馆路,2
Yushuguan Bridge,1
Kexueyuan South Road,1
西直门外大街,1
Fuxingmen Outer Avenue,1
人民大学南路,1
Outer Fuchengmen Str,1
阜成门外大街,1
中关村南一街,1
邱门外大街,1
Zhanlanguan Road,1
北四环东路,1
Baiyun Road,1
东四北大街,1
Meishouguan Back Street,1
科翔路,1
S. Jiaodaokou Str,1
首都体育馆南路,1
Wangzhima Alley,1
Fucheng Avenue,1
Zhongguancun North Street,1
复兴门外大街,1
Weijia Alley,1
