name,count
Gulou East Street,1033
北三环东路,378
北土城西路,275
安定路,244
安定门外大街,185
Qianhai East,179
Outer Andingmen Str,169
Inner Andingmen Str,140
W. Hepingli Str,138
Anzhen Road,136
North 4th Ring Road,126
安贞西里环路,123
North 3rd Ring Road,104
北四环东路,97
Beiluogu Alley,86
Zizhuyuan Road,80
北三环中路,77
Shoubi Hutong,76
中关村东路,76
Xinyuan Street,68
Jiaodaokou East Street,67
Outer Xizimen Rd South,66
Wangfujing Street,57
西直门外南路,50
北土城东路,49
小经厂胡同,44
西三环北路,44
知春路,44
北四环中路,41
Zhichun Road,41
北三环西路,40
Jiaodaokou South Street,39
北四环西路,34
Outer Di'anmen Str,34
首都体育馆南路,31
Yonghegong Street,25
Anding Road,24
North 4rd Ring Road,23
Huixin Dongjie,23
Jian'an Donglu,22
Anding Lu,19
北辰路,17
西三环,17
Zhongguin Village East Road,16
S. Jiaodaokou Str,15
Andingmenwai Street,15
Baochao Hutong,14
西直门外大街,13
Yongkang Alley,13
Qianhai South,12
Baishu Hutong,12
Dengshikou Str,11
East Dazhongsi Road,11
安贞路,11
Xizhimen Avenue,10
Caochang Hutong,10
Yongan Bridge,10
Houhaibeiyuan,9
Anhua Road,9
Zhonglouwan Hutong,6
Fangjia Alley,6
和平里北街,5
Beichen West Road,4
胜古北路,4
E. Jiaodaokou Str,4
Jiaodaokoubei Ertiao,4
Jiaodaokoubei Toutiao,4
Sanlihe Road,4
花园路,3
W. Gulou Str,3
科技园路,3
Meishouguanhou Str,3
Xiaohuangzhuang Road,2
Fuxue Hutong,2
Qianxiaojia Alley,2
G6辅路,2
Madian Donglu,2
学院路,2
Xuezhi Bridge,2
Ya'er Alley,2
安贞西里中街,2
ANDINGMEN DONGDAJIE,2
Duo Fu Xiang,2
Qingniangou Road,2
圣水北大街,2
Longfusi Street,1
健翔桥,1
E. Dafosi Str,1
South Zhongguancun Street,1
Meishouguan Back Street,1
Zhang Zizhong Road,1
Xiang'er Alley,1
Huixin Xijie,1
三里河路,1
长篱路支线,1
