name,count
Chengfu Road,1309
中关村东路,1017
Zhichun Road,803
Zhongguin Village East Road,707
Airport Expressway,531
Xizhimen Avenue,501
北四环西路,426
四楼巷,368
北四环中路,357
South Zhongguancun Street,349
North 4th Ring Road,313
地安门东大街,312
G6辅路,294
圆明园西路,215
Haidian South Road,210
Xueyuan Road,209
西直门外大街,200
北四环东路,200
知春路,197
Xinggui Road,191
Meishouguanhou Str,185
北四环西路辅路,178
北三环中路,176
万泉河路,169
Gongqian Hutong,159
中关村大街,155
展览馆路,152
中关村南四街,147
花园北路,146
Xinjiekouwai Street,139
East Dianmen Street,133
中关村北二街,127
N. Xisi Str,127
苏州街,119
Jianguomen Outer Avenue,113
Shuangqing Road,108
Dahuisi Road,107
N 4th Ring Rd. E,97
Weigongcun Road,96
油漆作胡同,95
Yuanmingyuan West Road,95
Meishouguan Back Street,90
西三环北路,86
颐和园路,84
崇文门西大街辅路,75
Chongwenmen Outer Street,73
西单北大街,66
Beijing Railway Station Street,65
Baiyun Road,64
花园东路,62
E. Meishouguan Str,60
Xuanwumen West Avenue,59
Xingjiekou South Street,57
North 3rd Ring Road,56
Beijing-Lasa Expwy,51
北三环西路,51
Outer Xizimen Str,50
South Kexueyuan Road,49
西外南街,48
Daliushu Road,44
崇文门西大街,42
East Lianhuachi Road,41
财经东路,39
Jianguomen Inner Avenue,39
Dongsi West Street,39
Dongdamochang Str,37
W. Beijingzhan Str,35
Yushuguan Bridge,35
Sanlihe East,35
Zhongguancun North Street,35
东兴隆街,33
中关村北一条,33
成府路,32
学院路,32
东苇路,30
W. Di'anmen Str,29
Kexueyuan South Road,28
North 4rd Ring Road,27
W. Qianmen Str,27
Qianmen West Street,27
Di'anmennei Street,27
Zhanlanguan Road,24
西三环,23
前门东大街,22
Jiaotong University Road,22
新街口外大街,20
Xizhimen Outer Street Side Road,20
N. Fuchengmen Str,19
Beilishi Road,19
三里河东路,19
N. Xingjiekou Str,18
Zhongguancun Main Street,18
Chegongzhuang Avenue,17
南水关胡同,16
莲花池东路,16
Beichen West Road,15
清华南路,15
Heqing Road,14
中关村北二条,14
黄米胡同,14
Donghuangchengenbei Street,13
Zaojunmiao Road,13
大院胡同,12
三才堂南街,12
Ping'anli West Avenue,12
East Dazhongsi Road,12
May 4th Street,12
东三环北路,11
Liangguochang Alley,11
Xueyuan South Road,11
S. Xisi Str,11
前门西大街,11
Chongwenmen West Avenue,11
阜成门内大街,10
South Xueyuan Road,10
西直门南大街,10
Baimi Xiejie,9
Qianhai South,8
兵马司胡同,8
北太平庄路,8
Di'anmen West,8
中关村南大街,8
Sanlihe Road,7
E. Xinglong Str,7
前门东大街辅路,7
首都机场辅路,7
华亭西路,7
Xiaoyun Road,6
中关村南三条,6
Xueqing Road,6
丰盛胡同,6
Qianche Alley,6
Wangfujing Street,6
北三环东路,6
Zhixin East Road,6
西四南大街,6
Zhixin Road,5
西直门外南路,5
Huoyaoju Hutong,5
Longfusi Street,5
规划二路,5
邱门外大街,4
Di'anmen West Street,4
北土城西路,4
East 3rd Ring Road,4
新街口二条,4
Yuetan North,4
Yuetan South Street,4
Wulao Alley,4
Picai Hutong,3
复兴门外大街,3
海淀黄庄东天桥,3
科荟桥,3
东升南路,3
North Shuangyushu Road,3
Xizhimen Outer Avenue,3
Inner Xizhimen Str,3
海淀路,3
三才堂路,3
Outer Fuchengmen Str,3
阜成门外大街,3
西直门站换乘通道,3
北展广场,2
京顺东街,2
Jiangtai Road,2
Beitaipingzhuang Avenue,2
西二环,2
Beijingzhan West Street,2
Jinsi Alley,2
银泉路,2
Lianhua Str,2
首都体育馆南路,2
新街口三条,2
North Shida Road,2
Sanlihe East Road,2
清华园石油小区路,2
Bei He Yan Street,2
Wanshousi Road,2
木樨地北滨河路,2
Hehua Market,1
高梁桥路,1
Fuxingmen Outer Avenue,1
Lianhuachi East Road,1
Xishiku Street,1
德胜门外大街,1
Zizhuyuan Road,1
HAIDIAN South Road,1
E. Chongwenmen Str,1
大运村路,1
北沙滩桥,1
花园路,1
Wenhuiyuan Road,1
W. Di'anmen Street,1
