name,count
Zhongguancun Main Street,380
莲花池东路,289
Sanlihe Road,199
South Zhongguancun Street,187
Chengfu Road,143
Kexueyuan South Road,98
South Kexueyuan Road,61
North Shuangyushu Road,56
中关村大街,50
木樨地北滨河路,46
苏州街,38
北三环西路,32
北四环西路,31
East Lianhuachi Road,30
双榆树北里六条,21
N 4th Ring Rd. W,20
Zizhuyuan Road,19
Chegongzhuang West Street,12
North 3rd Ring Road,12
1st Shuangyushu Str,12
2nd Shuangyushu Str,12
中关村南大街,11
首都体育馆南路,10
海淀公园路,10
Zhongguancun Street,10
Zhongguancun North Street,9
新建宫门路,9
三里河路,4
复兴路,4
人民大学北路,3
人民大学南路,3
Lianhuachi East Road,3
Baiyun Road,3
Xinyuan Street,2
Outer Fuchengmen Str,2
Yuetan South Street,2
西院道路,2
蓝靛厂北路,2
大泥湾路,1
清华南路,1
Wanshousi Road,1
北四环西路辅路,1
Fucheng Avenue,1
Zhichun Road,1
Shuangyushu Beili Wutiao,1
二里沟路,1
昆明湖东路,1
Xizhimen Avenue,1
