name,count
北四环东路,1299
North 4th Ring Road,1269
望京西路,896
北四环中路,880
Fushi Road,451
南湖中园二条,425
中关村东路,373
阜石路,356
石门路,337
N 4th Ring Rd. E,314
North 5th Ring Road,273
南湖南路,216
农大南路,212
Xueyuan Road,196
Chengfu Road,161
North 4rd Ring Road,156
Zhichun Road,153
East 4th Ring Road,152
Heqing Road,146
东四环中路,144
知春路,143
Zizhuyuan Road,134
Jiangtai Road,132
北四环西路,129
Huajiadi Jie,120
Xinggui Road,107
金顶南路,107
Guangqu side road,84
西四环北路,83
京承高速辅路,78
Yongding Road,75
Jinding South Road,73
Zhongguin Village East Road,72
阜石路辅路,64
West 5th Ring Road,59
Xinxi Road,58
南湖北路,56
树村西路,51
Hongjunying Est Road,47
紫竹院路,46
Xizhimen Avenue,44
金顶西街,37
北苑中街,36
E. Hepingli Str,36
京承高速,34
North 3rd Ring Road,34
上庄大街,33
学院路,32
N. Hepingli Str,23
Shang Di South Road,21
Jianguo Road,21
Zhongguancun North Street,21
阜通西大街,18
荷清路,17
中关村南四街,15
北三环西路,14
Baiziwan Road,13
和平里东街,13
香宾路,11
利泽中街,11
西直门外大街,10
Qing River Road,10
西直门北大街,9
Guang Shun North Street,9
田村山健身步道,9
北二环,8
金顶街,7
G6辅路,7
Guangqu road,7
太阳宫中路,7
北三环中路,7
Zhixin East Road,6
利泽中一路,6
Xing Shi Kou Road,6
阜通西大街辅路,6
南湖西园南路,6
健翔桥,5
Jin Ding North Road,5
健翔园南路,5
望京北路,5
East Zhongguancun Road,5
望京小街,4
湖景东路,4
湖光北街辅路,4
An Li road,4
高井路,4
望京环绿道,4
杨庄东街,4
通惠河北路,4
Xueqing Road,4
京新高速,3
阜通东大街,3
红领巾桥,3
京通快速,3
湖光中街,3
杨庄大街辅路,3
Xinjiekouwai Street,3
Qingniangou Road,2
北苑东路,2
Zijing Road,2
广顺南大街辅路,2
八家东西线,2
德胜门西大街,2
Yuquan Road,2
玉泉路辅路,2
大运村路,2
Jingmi Road,2
FuRong Road,2
红军营路,2
拂林北路,2
WangJing Road,1
正福寺路,1
砂石厂路,1
Beijing-Lasa Expwy,1
宏昌路辅路,1
永定河路,1
望京街,1
屏翠西路,1
清河南滨河路,1
北三环东路,1
湖光中街辅路,1
北展广场,1
湖光北街,1
Zhixin Road,1
东四环北路,1
安翔桥,1
百子湾南一路,1
Beiyuan Road,1
鼎成路,1
展春园西路,1
Qinghua East Road,1
丰户营路,1
