name,count
Qinghua East Road,5137
静淑苑路,5018
Chengfu Road,2096
Shuangqing Road,1916
Wangzhuang Road,901
Xueqing Road,767
Heqing Road,490
花园北路,269
Xueyuan Road,256
Zhongguin Village East Road,128
花园路,126
双清路,119
中关村东路,115
荷清路,108
中关村北二街,105
Linyedaxuebei Road,93
北土城西路,92
北林银杏大道,88
Xinjiekouwai Street,88
展春园西路,76
财经东路,71
中关村北一条,68
Zhichun Road,64
Beitaipingzhuang Avenue,52
五道口北巷,52
大运村路,46
北四环西路,31
Shijingshan Road,28
知春路,25
成府路,24
Xizhimen North Street,24
中关村北二条,20
西直门北大街,15
京新高速,14
Xueyuan South Road,13
西土城路,11
复兴路,11
East Wenhuiyuan Road,11
Xuezhi Bridge,11
西直门站换乘通道,9
北三环中路,7
学院路,7
北三环西路,6
清华园石油小区路,4
North 5th Ring Road,4
North Shida Road,4
北太平庄路,3
双清绿道,3
North 3rd Ring Road,2
蓟门里北路,2
South Xueyuan Road,2
Xitucheng Road,2
三才堂南街,1
中关村大街,1
中关村北一街,1
North 4th Ring Road,1
东升南路,1
北四环西路辅路,1
