name,count
Chengfu Road,247
西直门北大街,172
中关村东路,127
北三环西路,106
Xizhimen North Street,92
Zhichun Road,80
N. Fuchengmen Str,65
西二环,43
East Zhongguancun Road,34
Zhongguin Village East Road,33
北四环西路辅路,26
Haidian South Road,25
西直门内大街,14
Xinggui Road,12
财经东路,12
Zhongguancun North Street,11
西直门南大街,9
知春路,8
Wenhuiyuan Road,6
Zhongguancun Main Street,5
Chongwenmen Outer Street,4
知春里弯巷,4
海淀黄庄东天桥,4
北二环,3
成府路,3
Gongmenkou 2rd Alley,3
西土城路,3
清华南路,3
Bahuashenchu,2
Xitao Alley,2
Wenhuiyuan South,2
青塔胡同,2
Houluoquan Hutong,2
藕芽胡同,2
Gongmenkou 1st Alley,2
Inner Deshengmen Str,2
Baiwanzhuang Str,2
Outer Di'anmen Str,2
Inner Xizhimen Str,1
阜成门南大街,1
Kexueyuan South Road,1
展春园西路,1
大泥湾路,1
East Wenhuiyuan Road,1
慧景路,1
Wangzhuang Road,1
红联村小街,1
Lianhui Road,1
校园北路,1
Qianluoquan Hutong,1
Huguosi Str,1
Qiantiejiang Hutong,1
Mianhua Alley,1
